USER_ID,SUBSCRIPTION_ID,NEW_PAID_SUBSCRIPTION_DATE,TRIAL_DURATION_DAYS,SUBSCRIPTION_TIER,SUBSCRIPTION_SOURCE,SUBSCRIPTION_PROVIDER,SUBSCRIPTION_AFFILIATE,AGE,GENDER_IDENTITY,COUNTRY,REGION_TYPE_LEVEL_1,REGION_TYPE_LEVEL_2,CLASS_FORMAT_PREFERENCE,CLASS_INTENSITY_PREFERENCE,CLASS_PER_WEEK_GOAL,DANCE_LEVEL_PREFERENCE,FITNESS_GOAL_PREFERENCE,MOTIVATING_FACTORS,MUSIC_PREFERENCE,APP_VERSION,DEVICE_OPERATING_SYSTEM,DEVICE_MANUFACTURER,DEVICE_BRAND,DEVICE_MODEL,APP_INSTALL_TO_PAID_SUBSCRIPTION_DAYS,NO_VIDEO_STARTED_30D,NO_VIDEO_WATCHED_30D,AVG_VIDEO_WATCHED_PERCENTAGE_30D,AVG_VIDEO_LENGTH_MIN_30D,PAID_SUBSCRIPTION_DURATION_DAYS,PAID_SUBSCRIPTION_CHURN_30D
4278604,f267a0bb-d923-4cd1-b690-0df5a4a4b339,2025-11-15,7,Annual,Web,App to Web,,55-64,female,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""Medium""
]",3,Beginner,lose weight and tone,,"[
  ""Brazilian Rhythms"",
  ""Disco"",
  ""Hip Hop"",
  ""Pop"",
  ""Salsa""
]",6,iOS,Apple,Apple,"Iphone18,2",7,0,0,0,0,8,1
4283652,c2f1ea1b-eff2-4915-809c-3702a5d8f2db,2025-11-11,0,Monthly,Web,Stripe,,35-44,female,France,Rest of the World,Europe,,"[
  ""Medium""
]",3,Beginner,lose weight and tone,,"[
  ""Afro Rhythms"",
  ""Bachata"",
  ""Brazilian Rhythms"",
  ""Caribbean Rhythms"",
  ""Chill Out"",
  ""Disco"",
  ""Electronic"",
  ""Hip Hop"",
  ""House"",
  ""Pop"",
  ""Salsa"",
  ""Techno"",
  ""World Rhythms""
]",3.13.1,Android,Samsung,Samsung,Sm-F956b,0,1,0,0,49.966666667,12,1
4284652,05019ce5-16c0-4480-a016-9976a1cfba2f,2025-11-19,7,Annual,Web,Stripe,,35-44,female,United Kingdom,"Canada, Great Britain & United States",Europe,,"[
  ""Medium""
]",2,Beginner,Start my fitness journey,,"[
  ""Brazilian Rhythms"",
  ""Caribbean Rhythms"",
  ""Disco"",
  ""House"",
  ""Reggaeton""
]",2,iOS,Apple,Apple,"Iphone17,1",7,0,0,0,0,4,1
4283931,fa503349-08f6-4f55-bf03-fda58fba1cd7,2025-11-18,7,Annual,Web,Stripe,,,,United Kingdom,"Canada, Great Britain & United States",Europe,,"[
  ""High""
]",3,Advanced,,,"[
  ""Disco"",
  ""Hip Hop"",
  ""Pop"",
  ""Salsa"",
  ""World Rhythms""
]",,iOS,,,,,1,1,0.4162,31.033333333,5,1
4302174,52ad601d-9c72-4d47-9586-823e31d28b19,2025-11-22,0,Monthly,App,Apple,,35-44,female,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""Low""
]",3,Beginner,lose weight and tone,,"[
  ""Bachata"",
  ""Cumbia"",
  ""Disco"",
  ""Electronic"",
  ""Hip Hop"",
  ""House"",
  ""Merengue"",
  ""Pop"",
  ""Salsa"",
  ""Techno""
]",6,iOS,Apple,Apple,"Iphone15,3",0,0,0,0,0,1,1
4284830,dc1c9abb-a43a-4a38-b2fa-7f7def2ada1f,2025-11-19,7,Annual,Web,Stripe,,25-34,female,Norway,Rest of the World,Europe,,"[
  ""Low"",
  ""Medium""
]",3,Beginner,lose weight and tone,,"[
  ""Afro Rhythms"",
  ""Bachata"",
  ""Brazilian Rhythms"",
  ""Caribbean Rhythms"",
  ""Cumbia"",
  ""Disco"",
  ""Hip Hop"",
  ""Pop"",
  ""Salsa""
]",,iOS,,,,,0,0,0,0,4,1
4288370,890cee8e-a45f-4eb6-aa41-1e36ba2e1904,2025-11-21,7,Annual,App,Apple,,25-34,female,United Kingdom,"Canada, Great Britain & United States",Europe,,"[
  ""High""
]",3,Intermediate,Have some fun,,"[
  ""Afro Rhythms"",
  ""Bachata"",
  ""Brazilian Rhythms"",
  ""Caribbean Rhythms"",
  ""Cumbia"",
  ""Disco"",
  ""Merengue"",
  ""Reggaeton"",
  ""Salsa"",
  ""Techno""
]",6,iOS,Apple,Apple,"Iphone13,4",7,9,2,0.9997,29.707575758,2,1
4298280,ba37145f-2810-450a-bd87-1162b96a4539,2025-11-19,0,Monthly,Web,Stripe,,35-44,female,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""Medium""
]",3,Intermediate,lose weight and tone,,"[
  ""Afro Rhythms"",
  ""Caribbean Rhythms"",
  ""Hip Hop"",
  ""Pop"",
  ""Reggaeton"",
  ""Salsa""
]",3.14.0,Android,Samsung,Samsung,Sm-S938u,0,0,0,0,0,4,1
4279048,9395c51a-b527-4a28-96bd-b348739e0c22,2025-11-16,7,Annual,App,Apple,,35-44,female,Netherlands,Rest of the World,Europe,,"[
  ""Medium""
]",3,Intermediate,lose weight and tone,,"[
  ""Afro Rhythms"",
  ""Bachata"",
  ""Brazilian Rhythms"",
  ""Caribbean Rhythms"",
  ""Cumbia"",
  ""Disco"",
  ""Hip Hop"",
  ""House"",
  ""Merengue"",
  ""Pop"",
  ""Reggaeton"",
  ""Salsa"",
  ""World Rhythms""
]",2,iOS,Apple,Apple,"Iphone16,1",8,0,0,0,0,2,1
4301433,e1f36333-ab7c-40de-b1c2-aaa46b3df8dd,2025-11-21,0,Monthly,App,Apple,,35-44,female,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""Medium"",
  ""High"",
  ""Low""
]",3,Intermediate,lose weight and tone,,"[
  ""Afro Rhythms"",
  ""Bachata"",
  ""Brazilian Rhythms"",
  ""Caribbean Rhythms"",
  ""Chill Out"",
  ""Hip Hop"",
  ""Merengue"",
  ""Pop"",
  ""Reggaeton"",
  ""Salsa"",
  ""World Rhythms""
]",6,iOS,Apple,Apple,"Iphone17,4",0,4,2,0.55075,26.372222222,2,1
4301331,d34ae977-9408-478d-a919-6ef087c0007f,2025-11-21,0,Monthly,Web,Stripe,,35-44,female,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""Medium""
]",3,Intermediate,lose weight and tone,,"[
  ""Bachata"",
  ""Caribbean Rhythms"",
  ""Cumbia"",
  ""Disco"",
  ""Hip Hop"",
  ""House"",
  ""Merengue"",
  ""Pop"",
  ""Reggaeton"",
  ""Salsa""
]",6,iOS,Apple,Apple,"Iphone13,3",0,3,3,0.9990333333,19.622222222,2,1
3741739,1ddca90d-b2d2-4de7-9203-e9424f08885e,2025-11-20,7,Annual,Web,Stripe,,35-44,female,United Kingdom,"Canada, Great Britain & United States",Europe,,"[
  ""Medium""
]",2,Intermediate,reduce stress,,"[
  ""Blues"",
  ""Cumbia"",
  ""Disco"",
  ""Funk"",
  ""Hip Hop"",
  ""House"",
  ""Pop"",
  ""R&B"",
  ""Reggae"",
  ""Reggaeton"",
  ""Salsa"",
  ""Soca""
]",3.13.1,Android,Google,Google,Pixel 7a,7,0,0,0,0,3,1
4278507,8c836773-47ea-43a2-85f9-3b58d0a5e27f,2025-11-08,0,Monthly,Web,App to Web,,45-54,female,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""Low""
]",14,Beginner,lose weight and tone,,"[
  ""Afro Rhythms"",
  ""Brazilian Rhythms"",
  ""Caribbean Rhythms"",
  ""Chill Out"",
  ""Electronic"",
  ""Pop"",
  ""Reggaeton"",
  ""Techno"",
  ""World Rhythms""
]",6,iOS,Apple,Apple,"Iphone16,2",0,72,42,0.6341857143,20.576969697,15,1
4286025,0f1818e7-4589-40df-87af-6b9693228746,2025-11-16,0,Annual,Web,App to Web,,55-64,female,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""Medium""
]",3,Intermediate,lose weight and tone,,"[
  ""Brazilian Rhythms"",
  ""Disco"",
  ""Merengue"",
  ""Pop"",
  ""Salsa""
]",2,iOS,Apple,Apple,"Iphone15,5",4,0,0,0,0,7,1
4045853,1555f7ce-2242-4a6f-8552-6a0dd8b78f1f,2025-11-14,7,Annual,Web,Stripe,,25-34,female,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""Medium"",
  ""High""
]",3,Intermediate,lose weight and tone,,"[
  ""Afro Rhythms"",
  ""Bachata"",
  ""Belly Dance"",
  ""Bellydance"",
  ""Caribbean Rhythms"",
  ""Cumbia"",
  ""Hip Hop"",
  ""Merengue"",
  ""R&B"",
  ""Reggaeton"",
  ""Salsa"",
  ""Soca""
]",2,iOS,Apple,Apple,"Iphone15,3",7,0,0,0,0,9,1
4275934,417be211-b04d-4de2-93db-7097bb7cd25d,2025-11-13,7,Annual,Web,Stripe,,55-64,female,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""Low""
]",5,Beginner,,,"[
  ""Disco"",
  ""Hip Hop"",
  ""House"",
  ""Pop"",
  ""Techno""
]",2,iOS,Apple,Apple,"Iphone15,3",7,0,0,0,0,10,1
1358498,b2199f58-2fda-43bd-840e-4a35e3e1a78b,2025-11-19,0,Monthly,Web,Stripe,,,,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""Medium""
]",3,Intermediate,,,"[
  ""Afro Rhythms"",
  ""Bachata"",
  ""Brazilian Rhythms"",
  ""Caribbean Rhythms"",
  ""Cumbia"",
  ""Hip Hop"",
  ""Merengue"",
  ""Pop"",
  ""Reggaeton"",
  ""Salsa"",
  ""World Rhythms""
]",2,iOS,Apple,Apple,"Iphone14,3",0,0,0,0,0,4,1
1236136,2b146df8-ef43-43c4-8cb9-eeb8663f788a,2025-11-09,7,Annual,Web,Stripe,,25-34,female,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""High""
]",5,Advanced,lose weight and tone,,"[
  ""Afro Rhythms"",
  ""Bachata"",
  ""Brazilian Rhythms"",
  ""Caribbean Rhythms"",
  ""Cumbia"",
  ""Hip Hop"",
  ""Merengue"",
  ""Pop"",
  ""Reggaeton"",
  ""Salsa"",
  ""World Rhythms""
]",2,iOS,Apple,Apple,"Iphone15,2",7,0,0,0,0,14,1
4292333,d7eae3db-fc50-46ea-a4de-7dfc49d39598,2025-11-16,0,Monthly,Web,App to Web,,25-34,female,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""High""
]",3,Advanced,lose weight and tone,,"[
  ""Disco"",
  ""Electronic"",
  ""Hip Hop"",
  ""House"",
  ""Pop"",
  ""Salsa"",
  ""Techno""
]",2,iOS,Apple,Apple,"Iphone14,2",0,3,2,0.73395,31.54,7,1
2952742,e1e47d4b-5ecd-4f15-b617-ccd52f24fa89,2025-11-09,0,Monthly,App,Apple,,,,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""Medium""
]",7,Beginner,lose weight and tone,,"[
  ""Pop"",
  ""Rock""
]",2,iOS,Apple,Apple,"Iphone15,3",308,5,3,0.2379,48.241666667,14,1
4279242,91ea8c72-609f-45d1-935d-4a6afc9930fc,2025-11-16,7,Annual,App,Google,,25-34,female,Austria,Rest of the World,Europe,,"[
  ""Medium""
]",2,Beginner,Start my fitness journey,,"[
  ""Afro Rhythms"",
  ""Hip Hop"",
  ""Merengue"",
  ""Reggaeton"",
  ""Techno""
]",3.13.1,Android,Google,Google,Pixel 7,7,4,2,0.5414,24.763888889,7,1
4288192,a89e90ee-1a0e-4f5d-9d0f-de217c1714e0,2025-11-14,0,Monthly,Web,App to Web,,25-34,female,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""Medium""
]",5,Intermediate,lose weight and tone,,"[
  ""Afro Rhythms"",
  ""Bachata"",
  ""Brazilian Rhythms"",
  ""Caribbean Rhythms"",
  ""Chill Out"",
  ""Cumbia"",
  ""Hip Hop"",
  ""Merengue"",
  ""Reggaeton"",
  ""Salsa"",
  ""World Rhythms""
]",2,iOS,Apple,Apple,"Iphone17,3",0,9,4,0.99935,19.507692308,9,1
4146320,f2fc1211-2bd6-42a3-a04f-f33b79a0418a,2025-11-14,0,Monthly,App,Apple,,25-34,female,Turkey,Rest of the World,Europe,,"[
  ""Medium""
]",4,Intermediate,lose weight and tone,,"[
  ""Pop""
]",2,iOS,Apple,Apple,"Iphone17,2",82,11,1,0,27.122222222,9,1
4269366,2fa53542-0ac6-449f-9e3c-1053c8e7fc21,2025-11-10,7,Annual,App,Google,,45-54,male,Malawi,Rest of the World,ME-A,,"[
  ""Medium""
]",,Intermediate,lose weight and tone,,"[
  ""Afro Rhythms"",
  ""Bachata"",
  ""Caribbean Rhythms"",
  ""Electronic"",
  ""Hip Hop"",
  ""House"",
  ""Merengue"",
  ""Pop"",
  ""Salsa"",
  ""Techno""
]",3.13.1,Android,Electron,Apolosign,Sw3299t-4k,7,5,4,0.965975,46.290740741,13,1
4282675,009d6a4a-3371-463a-a1dc-3241ab09bb33,2025-11-11,0,Monthly,Web,App to Web,,25-34,female,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""Medium""
]",3,Intermediate,lose weight and tone,,"[
  ""Afro Rhythms"",
  ""Hip Hop"",
  ""Pop"",
  ""Techno"",
  ""World Rhythms""
]",2,iOS,Apple,Apple,"Iphone14,5",0,7,0,0,27.973809524,12,1
2145180,3b68e076-94d3-41f7-86a2-b39e36f56c79,2025-11-16,0,Annual,Web,Stripe,,65+,female,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""Medium""
]",3,Advanced,Have some fun,,"[
  ""Afrobeats"",
  ""Hip Hop"",
  ""Reggaeton""
]",3.14.0,Android,Samsung,Samsung,Sm-S938u1,550,9,8,0.406375,26.538235294,7,1
4283742,bdb05a9b-7d2f-4157-b666-582f831338f2,2025-11-18,7,Annual,Web,Stripe,,45-54,female,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""Low"",
  ""Medium""
]",3,Intermediate,reduce stress,,"[
  ""Afro Rhythms"",
  ""Brazilian Rhythms"",
  ""Caribbean Rhythms"",
  ""Chill Out"",
  ""Cumbia"",
  ""Disco"",
  ""Hip Hop"",
  ""House"",
  ""Merengue"",
  ""Pop"",
  ""Reggaeton"",
  ""Salsa""
]",2,iOS,Apple,Apple,"Iphone13,4",7,11,2,0,17.78974359,5,1
2724352,d8225f71-dd94-4b2a-aa10-48ba38b9ec5c,2025-11-20,7,Annual,Web,Stripe,,,,United States of America,"Canada, Great Britain & United States",North America,,,3,,,,,,Mac OS X,,,,,0,0,0,0,3,1
4283750,9678947f-0974-4077-969f-019190b3515a,2025-11-18,7,Annual,Web,Stripe,,35-44,female,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""Medium""
]",2,Beginner,Have some fun,,"[
  ""Chill Out"",
  ""Pop""
]",2,iOS,Apple,Apple,"Iphone15,3",7,1,1,0.9692,28.716666667,5,1
4283124,504a2e92-24df-45ab-9904-dccde2f7f830,2025-11-18,7,Annual,Web,Stripe,,45-54,female,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""Medium""
]",3,Advanced,lose weight and tone,,"[
  ""Hip Hop"",
  ""Pop""
]",2,iOS,Apple,Apple,"Iphone17,1",7,4,6,0.6383333333,27.815,5,1
4281915,dd43b053-57f8-4706-8a98-b09992322be1,2025-11-10,0,Monthly,Web,App to Web,,35-44,female,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""Medium""
]",4,Intermediate,Start my fitness journey,,"[
  ""Afro Rhythms"",
  ""Bachata"",
  ""Brazilian Rhythms"",
  ""Caribbean Rhythms"",
  ""Chill Out"",
  ""Cumbia"",
  ""Disco"",
  ""Electronic"",
  ""Hip Hop"",
  ""House"",
  ""Merengue"",
  ""Pop"",
  ""Reggaeton"",
  ""Salsa"",
  ""Techno"",
  ""World Rhythms""
]",2,iOS,Apple,Apple,"Iphone17,2",0,1,1,0.9988,13.916666667,13,1
4295893,f461b38c-25ef-48f7-8768-04093a4161f4,2025-11-18,0,Monthly,Web,Stripe,,25-34,female,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""High""
]",4,Advanced,lose weight and tone,,"[
  ""Bachata"",
  ""Caribbean Rhythms"",
  ""Merengue"",
  ""Reggaeton"",
  ""Salsa""
]",6,iOS,Apple,Apple,"Iphone17,3",0,7,2,0.99875,20.112962963,5,1
4297797,5fc808e6-93af-4653-9991-8ca9760bf63e,2025-11-19,0,Monthly,App,Google,,35-44,female,Hungary,Rest of the World,Europe,,"[
  ""High""
]",,Intermediate,lose weight and tone,,"[
  ""Disco"",
  ""Electronic"",
  ""Hip Hop"",
  ""Pop"",
  ""World Rhythms""
]",3.14.0,Android,Samsung,Samsung,Sm-A366b,0,1,1,1,46,4,1
4286331,7f044b13-ae61-4910-b18b-76e8314aa95a,2025-11-20,7,Annual,App,Google,,55-64,female,Canada,"Canada, Great Britain & United States",North America,,"[
  ""Medium""
]",,Intermediate,lose weight and tone,,"[
  ""Afro Rhythms"",
  ""Brazilian Rhythms"",
  ""Caribbean Rhythms"",
  ""Hip Hop"",
  ""Pop"",
  ""World Rhythms""
]",3.14.0,Android,Google,Google,Pixel 8,7,0,0,0,0,3,1
4282938,6cc356fe-8822-45d4-8f57-2d60b72acef2,2025-11-18,7,Annual,App,Apple,,55-64,female,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""Medium""
]",4,Intermediate,lose weight and tone,,"[
  ""Bachata"",
  ""Brazilian Rhythms"",
  ""Caribbean Rhythms"",
  ""Cumbia"",
  ""Merengue"",
  ""Pop"",
  ""Reggaeton"",
  ""Salsa""
]",6,iOS,Apple,Apple,"Iphone17,3",7,3,3,0.9996333333,29.222222222,5,1
4291660,6d84367f-4c68-485f-bb22-39105165dc9d,2025-11-16,0,Monthly,App,Apple,,35-44,female,Switzerland,Rest of the World,Europe,,"[
  ""Medium""
]",3,Intermediate,lose weight and tone,,"[
  ""Disco"",
  ""Hip Hop"",
  ""Pop""
]",2,iOS,Apple,Apple,"Iphone17,3",0,1,1,0.9988,13.916666667,7,1
4301543,9b37d181-982f-4689-8dc3-47992e7b9e61,2025-11-21,0,Monthly,Web,Stripe,,55-64,female,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""Low""
]",3,Beginner,,,,,Android,,,,,0,0,0,0,2,1
4290058,816ed5f2-f5bf-4bec-bd8d-e3d7714996e6,2025-11-22,7,Annual,Web,Stripe,,35-44,female,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""High""
]",5,Intermediate,lose weight and tone,,"[
  ""Afro Rhythms"",
  ""Bachata"",
  ""Brazilian Rhythms"",
  ""Caribbean Rhythms"",
  ""Disco"",
  ""Hip Hop"",
  ""Merengue"",
  ""Pop"",
  ""Reggaeton"",
  ""Salsa""
]",3.13.1,Android,Samsung,Samsung,Sm-S938u,7,0,0,0,0,1,1
4271422,b2649426-378b-4e8a-b0f9-38df2a87366b,2025-11-11,7,Annual,Web,Stripe,,35-44,female,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""Medium"",
  ""High""
]",5,Intermediate,Have some fun,,"[
  ""Bachata"",
  ""Cumbia"",
  ""Merengue"",
  ""Salsa""
]",2,iOS,Apple,Apple,"Iphone13,2",7,4,4,0.9962,20.8875,12,1
4276962,b8165c83-3836-468f-9e42-8716b7b36e5b,2025-11-14,7,Annual,Web,App to Web,,25-34,female,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""Medium""
]",3,Beginner,Start my fitness journey,,"[
  ""Brazilian Rhythms"",
  ""Caribbean Rhythms"",
  ""Cumbia"",
  ""Hip Hop"",
  ""Pop"",
  ""Salsa""
]",2,iOS,Apple,Apple,"Iphone16,1",7,0,0,0,0,9,1
4244695,c4c6f862-b6a0-497d-8b8b-c59174fa5d18,2025-11-08,7,Annual,App,Google,,45-54,female,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""Low""
]",4,Beginner,lose weight and tone,,"[
  ""Disco"",
  ""Pop""
]",3.14.0,Android,Samsung,Samsung,Sm-S928u,21,0,0,0,0,15,1
3566336,ba3a157d-ecde-4075-a6bd-1635376dd68e,2025-11-14,0,Annual,Web,Stripe,,35-44,female,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""Medium""
]",3,Beginner,reduce stress,,,2,iOS,Apple,Apple,"Ipad12,1",308,0,0,0,0,9,1
4248948,e51a5e85-4077-43e4-b9d0-53da115d5872,2025-11-10,7,Annual,Web,Stripe,,,,Australia,Rest of the World,APAC (excl. India),,,,,,,,3.11.0,Android,Oppo,Oppo,Cph2529,20,0,0,0,0,13,1
4273900,83c97fc7-1468-42e6-9204-a4c9282c959a,2025-11-12,7,Annual,Web,Stripe,,,,United States of America,"Canada, Great Britain & United States",North America,,,3,Intermediate,,,"[
  ""Afro Rhythms"",
  ""Brazilian Rhythms"",
  ""Caribbean Rhythms"",
  ""Hip Hop"",
  ""Pop"",
  ""Salsa"",
  ""World Rhythms""
]",2,iOS,Apple,Apple,"Iphone17,3",87,0,0,0,0,11,1
4292844,a11b54c6-09d6-4988-aae7-75e22375e3c6,2025-11-16,0,Monthly,Web,App to Web,,35-44,female,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""Low""
]",3,Beginner,lose weight and tone,,"[
  ""Hip Hop"",
  ""Pop""
]",2,iOS,Apple,Apple,"Iphone17,1",0,4,1,0.9784,21.316666667,7,1
4300927,a7cb1479-2c69-4959-bf73-b1b2c558437d,2025-11-21,0,Monthly,App,Apple,,35-44,female,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""High""
]",4,Advanced,lose weight and tone,,"[
  ""Bachata"",
  ""Brazilian Rhythms"",
  ""Caribbean Rhythms"",
  ""Merengue"",
  ""Pop"",
  ""Salsa"",
  ""Techno""
]",6,iOS,Apple,Apple,"Iphone16,1",0,2,1,1,30,2,1
2964412,4e11effd-85e6-487f-98ef-5dea506f95f6,2025-11-14,0,Monthly,Web,Stripe,,35-44,female,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""Medium""
]",2,Intermediate,lose weight and tone,,"[
  ""Hip Hop"",
  ""Merengue"",
  ""Techno""
]",6,iOS,Apple,Apple,"Iphone14,5",0,2,0,0,32.416666667,9,1
4280412,1bd1e7de-da0c-40cf-a677-edc01b4e6cf5,2025-11-14,0,Monthly,Web,Stripe,,45-54,female,United Kingdom,"Canada, Great Britain & United States",Europe,,"[
  ""Medium""
]",,Beginner,lose weight and tone,,"[
  ""Disco"",
  ""Pop""
]",3.13.1,Android,Samsung,Samsung,Sm-S931b,5,3,1,0.7709,27.054166667,9,1
4286758,edd87ba9-66c5-462a-94a9-a74d71cd74d8,2025-11-13,0,Monthly,Web,App to Web,,25-34,female,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""Medium"",
  ""Low""
]",3,Beginner,reduce stress,,"[
  ""Afro Rhythms"",
  ""Brazilian Rhythms"",
  ""Disco"",
  ""Electronic"",
  ""Hip Hop"",
  ""House"",
  ""Pop"",
  ""Reggaeton"",
  ""Salsa"",
  ""Techno"",
  ""World Rhythms""
]",6,iOS,Apple,Apple,"Iphone14,2",0,6,3,0.6662666667,19.138888889,10,1
3610131,2d5f7e67-cfd5-421c-b68d-9cd5b928f0fd,2025-11-11,0,Monthly,Web,App to Web,,,,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""Low""
]",3,Beginner,Start my fitness journey,,"[
  ""Bachata"",
  ""Belly Dance"",
  ""Blues"",
  ""Cumbia"",
  ""Disco"",
  ""Funk"",
  ""Hip Hop"",
  ""House"",
  ""Merengue"",
  ""Pop"",
  ""R&B"",
  ""Reggae"",
  ""Reggaeton"",
  ""Salsa""
]",2,iOS,Apple,Apple,"Iphone16,2",300,0,0,0,0,12,1
4267076,353da292-d5c3-4c46-947c-86217b497d2c,2025-11-08,7,Annual,Web,Stripe,,45-54,female,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""Medium"",
  ""High""
]",3,Intermediate,lose weight and tone,,"[
  ""Afro Rhythms"",
  ""Bachata"",
  ""Brazilian Rhythms"",
  ""Caribbean Rhythms"",
  ""Chill Out"",
  ""Cumbia"",
  ""Hip Hop"",
  ""Merengue"",
  ""Pop"",
  ""Reggaeton"",
  ""Salsa"",
  ""Techno"",
  ""World Rhythms""
]",2,iOS,Apple,Apple,"Iphone16,1",,0,0,0,0,15,1
3278288,a4f18ebd-ee1f-45be-ab21-84309a74b9c4,2025-11-10,7,Annual,App,Apple,,,,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""Medium""
]",3,Intermediate,lose weight and tone,,"[
  ""Belly Dance"",
  ""Bollywood"",
  ""Disco"",
  ""Pop"",
  ""Rock"",
  ""Salsa""
]",2,iOS,Apple,Apple,"Iphone17,1",423,3,1,0.9992,18.266666667,13,1
4287269,204ebbb1-8ae5-44ce-843a-6b6d13df5848,2025-11-20,7,Annual,App,Apple,,25-34,female,United Kingdom,"Canada, Great Britain & United States",Europe,,"[
  ""Medium""
]",3,Beginner,lose weight and tone,,"[
  ""Brazilian Rhythms"",
  ""Caribbean Rhythms"",
  ""Disco"",
  ""Electronic"",
  ""Pop"",
  ""Salsa"",
  ""World Rhythms""
]",2,iOS,Apple,Apple,"Iphone14,5",7,0,0,0,0,1,1
4279903,93af4e31-6944-4f54-8209-c32eb5659842,2025-11-09,0,Monthly,Web,Stripe,,35-44,female,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""Medium""
]",4,Beginner,lose weight and tone,,"[
  ""Disco"",
  ""Electronic"",
  ""Pop"",
  ""Reggaeton"",
  ""Techno""
]",3.13.1,Android,Samsung,Samsung,Sm-S918u,0,22,14,0.8574,27.396296296,14,1
4269826,36351bff-6121-4f18-92b1-f197f9c501a1,2025-11-10,7,Annual,Web,Stripe,,35-44,female,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""Medium"",
  ""High""
]",3,Beginner,lose weight and tone,,"[
  ""Afro Rhythms"",
  ""Brazilian Rhythms"",
  ""Caribbean Rhythms"",
  ""Chill Out"",
  ""Hip Hop"",
  ""Merengue"",
  ""Pop"",
  ""Reggaeton"",
  ""Salsa"",
  ""World Rhythms""
]",2,iOS,Apple,Apple,"Iphone14,8",7,2,2,0.9933,32.258333333,13,1
4277880,d2e3bdaf-427c-4bfc-a244-9d1b456c1bfb,2025-11-08,0,Monthly,Web,App to Web,,55-64,female,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""Medium""
]",3,Beginner,lose weight and tone,,"[
  ""Disco"",
  ""Hip Hop"",
  ""Pop""
]",2,iOS,Apple,Apple,"Iphone16,2",0,1,0,0,13.916666667,15,1
4297306,21f14884-3055-4cc0-9ddb-81e16416e964,2025-11-19,0,Monthly,App,Google,,25-34,female,Colombia,Rest of the World,LATAM,,"[
  ""Medium""
]",5,Beginner,lose weight and tone,,"[
  ""Bachata"",
  ""Cumbia"",
  ""Merengue"",
  ""Reggaeton""
]",3.14.0,Android,Oppo,Oppo,Cph2387,0,3,2,0.63815,27.543333333,4,1
4281648,fdf29333-fa1a-4d74-bc8c-c62ffb50c8d5,2025-11-17,7,Annual,Web,App to Web,,25-34,female,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""Low"",
  ""Medium""
]",3,Beginner,lose weight and tone,,"[
  ""Hip Hop"",
  ""Pop""
]",2,iOS,Apple,Apple,"Iphone14,7",7,0,0,0,0,6,1
